execute.c:621	0	1	0	0	0	0	0	0	0.0196078431373	0.00656167979003	0.	0.	0.	1	0	0	0	0	0	0	0.0125	0	0
execute.c:644	0	1	0	0	0	0	0	0	0.0196078431373	0.0249343832021	0.	0.	0.	1	0	0	0	0	0	0	0.0125	0	0
execute.c:661	0	1	0	0	0	0	0	0	0.0196078431373	0.0275590551181	0.	0.5	0.	1	0	0	0	0	0	0	0.0125	0	0
execute.c:706	0	1	0	1	0	0	0	0	0.0392156862745	0.011811023622	0.	0.5	0.	1	0	0	0	0	0	0	0.0125	1	0
execute.c:714	0	1	0	0	0	0	0	0	0.0196078431373	0.00918635170604	0.	0.5	0.	0	0	0	0	0	0	0	0.0125	1	0
execute.c:761	0	1	0	0	0	0	0	0	0.0196078431373	0.0249343832021	0.	0.	1.	0	0	0	0	0	0	0	0.0125	1	0
execute.c:91	1	0	0	1	0	0	0	0	0.0392156862745	1.	0.428571428571	0.	0.	1	0	1	1	0	1	0	0.0625	1	1
lex.yy.c:1001	0	1	1	0	0	0	0	1	0.0196078431373	0.0275590551181	1.	0.	1.	0	0	1	1	1	0	0	0.0375	0	0
lex.yy.c:1009	0	0	1	0	0	0	1	0	0.0196078431373	0.010498687664	0.571428571429	0.	0.	0	0	1	1	1	0	0	0.075	0	0
lex.yy.c:1538	0	0	0	0	0	0	0	0	0.0196078431373	0.011811023622	0.	0.5	2.	0	0	0	0	0	0	0	0.025	0	1
lex.yy.c:1552	0	0	0	0	0	0	0	0	0.0196078431373	0.0354330708661	0.	0.	0.	1	0	0	0	0	0	0	0.0125	0	0
lex.yy.c:1598	0	0	0	0	0	0	0	0	0.0196078431373	0.0196850393701	0.	0.	0.	1	0	1	0	0	0	0	0.0125	0	0
lex.yy.c:1642	0	0	0	0	0	0	0	1	0.0196078431373	0.0341207349081	1.	0.	1.	0	0	1	0	0	0	0	0.025	0	1
lex.yy.c:1650	0	0	1	0	0	0	1	0	0.0196078431373	0.010498687664	0.571428571429	0.	0.	0	0	1	1	1	0	0	0.075	0	0
lex.yy.c:1685	0	0	1	0	0	0	1	0	0.0196078431373	0.010498687664	0.571428571429	0.	0.	0	0	1	1	1	0	0	0.075	0	1
lex.yy.c:987	1	1	0	1	0	0	0	0	1.	0.153543307087	0.	0.	0.	1	0	1	1	0	0	0	0.0875	0	0
load.c:107	0	0	0	0	0	0	0	1	0.0196078431373	0.0157480314961	0.	0.	0.	1	0	0	0	0	0	0	0.0125	0	0
load.c:138	0	0	1	0	0	0	0	1	0.0196078431373	0.010498687664	0.142857142857	0.	0.	0	0	1	0	0	0	0	1.	1	0
load.c:165	1	0	1	1	0	0	0	1	0.0392156862745	0.333333333333	0.142857142857	0.	1.	1	0	1	1	0	0	0	0.975	1	1
load.c:234	0	1	1	1	0	0	0	0	0.0392156862745	0.0249343832021	0.142857142857	0.	1.	0	0	1	0	0	0	0	0.975	1	0
load.c:265	0	1	1	0	0	0	0	1	0.0196078431373	0.0157480314961	0.142857142857	0.	1.	0	0	1	0	0	0	0	0.9625	1	0
load.c:296	0	1	1	0	0	0	0	1	0.0196078431373	0.00918635170604	0.	0.	1.	0	0	1	0	0	0	0	0.9625	1	0
main.c:137	0	0	0	0	1	0	0	0	0.0196078431373	0.0196850393701	0.142857142857	0.5	0.	0	1	1	0	0	0	0	0.025	0	1
main.c:184	1	0	1	0	0	0	0	0	0.0196078431373	0.0314960629921	0.142857142857	0.5	1.	0	1	0	0	0	0	0	0.025	0	1
main.c:189	1	1	1	1	0	0	0	0	0.0392156862745	0.00787401574803	0.	0.	1.	0	1	0	0	0	0	0	0.025	0	0
main.c:302	1	0	1	0	0	0	0	1	0.0196078431373	0.00787401574803	0.	0.	1.	0	0	1	0	0	0	0	0.025	1	1
main.c:87	0	1	0	0	0	0	0	0	0.0196078431373	0.0643044619423	0.142857142857	0.	0.	0	0	0	0	0	0	0	0.0125	0	0
number.c:1035	0	0	0	0	0	0	0	0	0.0196078431373	0.102362204724	0.285714285714	1.	1.	0	0	0	0	0	0	0	0.05	0	0
number.c:1064	0	0	0	0	0	0	0	1	0.0196078431373	0.0209973753281	0.	0.5	0.	0	0	0	0	0	0	0	0.025	0	0
number.c:1085	0	0	0	0	0	0	0	0	0.0196078431373	0.0209973753281	0.	0.5	0.	0	0	0	0	0	0	0	0.025	0	0
number.c:1279	1	0	0	0	0	0	0	0	0.0196078431373	0.00918635170604	0.	0.	0.	0	0	0	0	0	0	0	0.0125	0	0
number.c:1290	0	1	0	0	0	0	0	0	0.0196078431373	0.0170603674541	0.	0.	0.	1	0	0	0	0	0	0	0.0125	0	0
number.c:1381	1	0	0	0	0	0	0	0	0.0196078431373	0.0380577427822	0.	0.	0.	1	0	0	1	0	0	0	0.0125	0	0
number.c:141	1	1	1	1	0	0	0	1	0.0392156862745	0.00918635170604	0.	0.	0.	0	0	0	0	0	0	0	0.075	1	0
number.c:1443	0	0	0	0	0	0	0	0	0.0196078431373	0.00787401574803	0.	0.	0.	1	0	0	0	0	0	0	0.025	0	0
number.c:1448	0	0	0	0	1	0	0	1	0.0196078431373	0.00787401574803	0.142857142857	0.5	0.	1	0	0	0	0	0	0	0.025	0	0
number.c:1483	0	0	0	0	0	0	0	0	0.0196078431373	0.010498687664	0.	0.	1.	1	0	0	0	0	0	0	0.0125	0	0
number.c:1495	0	0	0	0	0	0	0	0	0.0196078431373	0.010498687664	0.	0.5	1.	0	0	0	0	0	0	0	0.05	0	0
number.c:1522	1	0	0	0	0	0	0	0	0.0196078431373	0.0275590551181	0.	0.	0.	1	0	0	1	0	0	0	0.0125	0	0
number.c:1537	1	0	0	0	0	0	0	0	0.0196078431373	0.0196850393701	0.142857142857	0.	0.	1	0	0	0	0	0	0	0.0125	0	0
number.c:1555	0	0	0	0	0	0	0	0	0.0196078431373	0.0301837270341	0.142857142857	0.	0.	0	0	0	0	0	0	0	0.075	0	0
number.c:1595	0	1	0	1	0	0	0	0	0.0392156862745	0.011811023622	0.	0.	1.	1	0	0	0	0	0	0	0.025	0	0
number.c:1635	1	0	0	0	0	0	0	0	0.0196078431373	0.010498687664	0.	0.5	1.	0	0	0	0	0	0	0	0.0125	0	1
number.c:1649	0	0	0	0	0	0	0	0	0.0196078431373	0.011811023622	0.	0.	1.	1	0	0	0	0	0	0	0.0125	0	0
number.c:197	0	0	1	1	0	0	0	1	0.0392156862745	0.010498687664	0.	0.	2.	1	0	0	0	0	0	0	0.05	1	0
number.c:230	1	0	1	0	0	0	0	0	0.0392156862745	0.010498687664	0.	0.	1.	1	0	0	0	0	0	0	0.0375	1	0
number.c:242	1	0	1	0	0	0	0	0	0.0392156862745	0.010498687664	0.	0.	1.	1	0	0	0	0	0	0	0.0375	1	0
number.c:294	1	0	1	0	0	0	0	0	0.0392156862745	0.010498687664	0.	0.	1.	1	0	0	0	0	0	0	0.0375	1	0
number.c:323	1	0	1	0	0	0	0	0	0.0392156862745	0.010498687664	0.	0.	1.	1	0	0	0	0	0	0	0.0375	1	0
number.c:356	0	0	0	0	0	0	0	0	0.0196078431373	0.00918635170604	0.	0.	1.	1	0	0	0	0	0	0	0.0125	0	0
number.c:371	0	0	0	0	0	0	0	0	0.0196078431373	0.011811023622	0.	0.	0.	0	0	0	0	0	0	0	0.025	0	0
number.c:374	0	0	0	0	0	0	0	0	0.0196078431373	0.011811023622	0.	0.	0.	0	0	0	0	0	0	0	0.025	0	0
number.c:382	0	0	0	1	0	0	0	0	0.0392156862745	0.0249343832021	0.	0.	0.	1	0	0	0	0	0	0	0.025	0	0
number.c:400	0	0	0	0	0	0	0	0	0.0196078431373	0.0196850393701	0.	0.	0.	1	0	0	0	0	0	0	0.0125	0	0
number.c:450	0	0	0	0	0	0	0	0	0.0196078431373	0.00918635170604	0.	0.	1.	1	0	0	0	0	0	0	0.0125	0	0
number.c:466	0	0	0	0	0	0	0	0	0.0196078431373	0.011811023622	0.	0.	0.	1	0	0	0	0	0	0	0.0125	0	0
number.c:472	0	0	0	0	0	0	0	0	0.0196078431373	0.0209973753281	0.	0.	0.	1	0	0	0	0	0	0	0.0125	0	0
number.c:488	0	0	0	0	0	0	0	0	0.0196078431373	0.0236220472441	0.	0.5	0.	0	0	0	0	0	0	0	0.0375	0	0
number.c:504	0	0	0	0	0	0	0	0	0.0196078431373	0.0209973753281	0.	0.	0.	1	0	0	0	0	0	0	0.0125	0	0
number.c:674	0	0	0	0	0	0	0	0	0.0196078431373	0.0419947506562	0.	0.5	1.	0	0	0	0	0	0	0	0.025	0	0
number.c:678	0	0	0	1	0	0	0	0	0.0392156862745	0.0131233595801	0.	0.	1.	0	0	0	0	0	0	0	0.075	0	0
number.c:710	1	0	0	0	0	0	0	0	0.0196078431373	0.0223097112861	0.	0.	0.	0	0	0	0	0	0	0	0.0125	0	0
number.c:720	1	0	0	0	0	0	0	0	0.0196078431373	0.0144356955381	0.	0.	0.	1	0	0	1	0	0	0	0.0125	0	0
number.c:729	1	0	0	0	0	0	0	0	0.0196078431373	0.0223097112861	0.	0.	0.	0	0	0	0	0	0	0	0.0125	0	0
number.c:739	1	0	0	0	0	0	0	0	0.0196078431373	0.0144356955381	0.	0.	0.	1	0	0	1	0	0	0	0.0125	0	0
number.c:913	0	0	0	0	0	0	0	0	0.0196078431373	0.0157480314961	0.	0.	0.	1	0	0	0	0	0	0	0.0125	0	0
number.c:968	1	1	1	0	0	0	0	0	0.0392156862745	0.010498687664	0.	0.	0.	1	0	0	0	0	0	0	0.05	1	0
number.c:987	1	0	1	0	0	0	0	1	0.0196078431373	0.00656167979003	0.	0.	1.	0	0	0	0	0	0	0	0.0375	1	0
scan.l:296	0	1	0	1	0	0	0	0	0.0392156862745	0.0433070866142	0.	0.5	0.	1	0	0	1	0	0	0	0.0125	0	0
scan.l:298	0	1	0	1	0	0	0	0	0.0392156862745	0.0144356955381	0.	0.5	0.	1	0	0	1	0	0	0	0.0125	0	0
scan.l:303	0	1	0	0	0	0	0	0	0.0196078431373	0.00656167979003	0.	0.	0.	1	0	0	1	0	0	0	0.0125	0	0
scan.l:319	1	0	1	0	0	0	0	1	0.0196078431373	0.0157480314961	0.	1.	1.	0	0	0	1	0	0	0	0.0375	0	0
scan.l:337	0	1	1	0	0	0	0	1	0.0196078431373	0.00524934383202	0.	0.	1.	0	0	0	1	0	0	0	0.0375	0	0
scan.l:340	1	0	1	0	0	0	0	1	0.0196078431373	0.0183727034121	0.	0.5	2.	0	0	0	1	0	0	0	0.0375	0	0
storage.c:1002	1	1	0	1	0	0	0	1	0.0392156862745	0.0853018372703	0.285714285714	0.	1.	0	0	0	0	0	0	0	0.025	1	0
storage.c:137	0	0	0	0	0	1	0	1	0.0196078431373	0.00656167979003	0.285714285714	0.5	0.	0	0	0	0	0	0	0	0.025	0	1
storage.c:141	0	0	0	0	1	0	0	0	0.0196078431373	0.00656167979003	0.142857142857	0.5	0.	0	0	1	0	0	0	0	0.025	0	0
storage.c:171	0	0	0	0	0	1	0	1	0.0196078431373	0.00656167979003	0.285714285714	0.5	0.	0	0	0	0	0	0	0	0.025	0	1
storage.c:176	0	0	0	0	1	0	0	0	0.0196078431373	0.00656167979003	0.142857142857	0.5	0.	0	0	1	0	0	0	0	0.025	0	0
storage.c:212	1	0	0	0	0	0	0	0	0.0196078431373	0.00918635170604	0.	0.	0.	0	0	0	0	0	0	0	0.025	0	0
storage.c:318	1	0	0	1	0	0	0	1	0.0392156862745	0.00918635170604	0.	0.	0.	1	0	0	0	0	0	0	0.025	0	0
storage.c:393	0	0	0	1	1	0	0	1	0.0196078431373	0.011811023622	0.142857142857	0.5	0.	0	0	0	0	0	0	0	0.0375	0	1
storage.c:401	0	0	0	0	0	0	0	0	0.0196078431373	0.0380577427822	0.285714285714	0.5	0.	1	0	0	0	0	0	0	0.0375	0	0
storage.c:407	0	1	0	0	1	0	0	1	0.0196078431373	0.00656167979003	0.142857142857	0.5	0.	1	0	0	0	0	0	0	0.0125	0	0
storage.c:412	0	1	0	0	1	0	0	1	0.0196078431373	0.00787401574803	0.142857142857	0.5	0.	1	0	0	0	0	0	0	0.0125	0	0
storage.c:421	0	1	0	0	0	0	0	1	0.0196078431373	0.0446194225722	0.428571428571	0.5	0.	1	0	0	0	0	0	0	0.0125	0	0
storage.c:430	0	1	0	0	1	0	0	1	0.0196078431373	0.00656167979003	0.142857142857	0.5	0.	1	0	0	0	0	0	0	0.0125	0	0
storage.c:433	0	1	0	0	1	0	0	1	0.0196078431373	0.00787401574803	0.142857142857	0.5	0.	1	0	0	0	0	0	0	0.0125	0	0
storage.c:887	0	1	0	0	1	0	0	1	0.0196078431373	0.00787401574803	0.142857142857	0.5	0.	0	0	0	0	0	0	0	0.0125	0	0
storage.c:890	0	1	0	0	1	0	0	1	0.0196078431373	0.00787401574803	0.142857142857	0.5	0.	0	0	0	0	0	0	0	0.0125	0	0
storage.c:908	1	0	0	0	0	0	0	1	0.0196078431373	0.0472440944882	0.285714285714	0.	0.	1	0	0	0	0	0	0	0.0125	0	0
storage.c:91	0	0	0	0	0	1	0	1	0.0196078431373	0.00787401574803	0.571428571429	0.5	0.	0	0	0	0	0	0	0	0.025	0	1
storage.c:953	0	1	0	0	0	1	0	1	0.0196078431373	0.0131233595801	0.285714285714	0.5	0.	0	0	0	0	0	0	0	0.0125	0	0
storage.c:960	0	1	0	0	0	1	0	1	0.0196078431373	0.0131233595801	0.285714285714	0.5	0.	0	0	0	0	0	0	0	0.0125	0	0
storage.c:98	0	0	0	0	0	0	0	0	0.0196078431373	0.0183727034121	0.	0.5	0.	0	0	1	0	0	0	0	0.025	0	0
util.c:146	1	0	0	0	0	0	0	1	0.0196078431373	0.00656167979003	0.	0.5	0.	0	0	0	0	0	0	0	0.0125	0	0
util.c:149	1	0	0	0	0	0	1	1	0.0196078431373	0.0144356955381	0.142857142857	0.5	0.	0	0	0	0	0	0	0	0.0125	0	1
util.c:165	1	0	0	0	0	0	0	0	0.0196078431373	0.00918635170604	0.	0.	0.	1	0	0	0	0	0	0	0.0125	0	0
util.c:188	1	0	0	0	0	0	0	1	0.0196078431373	0.0301837270341	0.	0.	0.	0	0	0	0	0	0	0	0.0125	0	0
util.c:191	1	0	0	0	0	0	0	1	0.0196078431373	0.0131233595801	0.	0.	0.	0	0	0	0	0	0	0	0.0125	0	0
util.c:207	1	0	0	0	0	0	0	1	0.0196078431373	0.0301837270341	0.	0.	0.	0	0	0	0	0	0	0	0.0125	0	0
util.c:210	1	0	0	0	0	0	0	1	0.0196078431373	0.0131233595801	0.	0.	0.	0	0	0	0	0	0	0	0.0125	0	0
util.c:226	1	0	0	0	0	0	0	1	0.0196078431373	0.0209973753281	0.	0.	0.	0	0	0	0	0	0	0	0.0125	0	0
util.c:229	1	0	0	0	0	0	0	1	0.0196078431373	0.0131233595801	0.	0.	0.	0	0	0	0	0	0	0	0.0125	0	0
bzip2.c:1000	0	1	0	0	0	0	0	0	0.111111111111	0.455128205128	0.1875	0.666666666667	0.	1	0	0	0	0	0	0	0.142857142857	0	0
bzip2.c:1001	0	0	1	1	0	0	1	1	0.222222222222	0.0961538461538	0.125	0.166666666667	0.	0	0	0	0	1	0	0	1.	0	1
bzip2.c:1002	0	0	1	1	0	0	1	1	0.222222222222	0.0961538461538	0.125	0.166666666667	0.	0	0	0	0	1	0	0	1.	0	1
bzip2.c:1009	0	0	1	0	0	0	1	1	0.111111111111	0.0320512820513	0.125	0.	0.	0	0	0	0	1	0	0	0.857142857143	0	0
bzip2.c:1015	0	0	0	0	0	0	0	1	0.111111111111	0.108974358974	0.125	0.333333333333	0.	0	0	0	0	0	0	0	0.285714285714	0	1
bzip2.c:1018	0	0	1	0	0	0	0	1	0.111111111111	0.0320512820513	0.0625	0.166666666667	0.	0	0	0	0	1	0	0	0.428571428571	0	0
bzip2.c:1025	0	0	0	0	1	0	0	1	0.111111111111	0.0448717948718	0.0625	0.166666666667	0.	0	0	0	0	0	0	0	0.285714285714	0	1
bzip2.c:1044	0	0	0	0	0	0	0	0	0.111111111111	0.102564102564	0.125	0.5	0.	0	0	0	0	0	0	0	0.285714285714	0	0
bzip2.c:1045	0	0	0	0	0	1	0	1	0.111111111111	0.0576923076923	0.125	0.333333333333	0.	0	0	0	0	0	0	0	0.285714285714	0	0
bzip2.c:1064	0	0	0	0	0	0	0	1	0.111111111111	0.0961538461538	0.125	0.5	0.	0	0	0	0	0	0	0	0.285714285714	0	0
bzip2.c:1065	0	0	0	0	0	0	0	1	0.111111111111	0.0576923076923	0.125	0.333333333333	0.	0	0	0	0	0	0	0	0.285714285714	0	1
bzip2.c:1068	0	1	0	0	1	0	0	1	0.111111111111	0.0320512820513	0.0625	0.166666666667	0.	1	0	0	0	0	0	0	0.142857142857	0	0
bzip2.c:1069	0	0	0	0	0	0	0	1	0.111111111111	0.0320512820513	0.125	0.166666666667	0.	0	0	0	0	0	0	0	0.285714285714	0	1
bzip2.c:1071	0	1	0	0	0	0	0	1	0.111111111111	0.0320512820513	0.0625	0.166666666667	0.	1	0	0	0	0	0	0	0.142857142857	0	0
bzip2.c:1073	0	1	0	0	1	0	0	1	0.111111111111	0.0320512820513	0.0625	0.166666666667	0.	1	0	0	0	0	0	0	0.142857142857	0	0
bzip2.c:1076	0	0	0	0	0	0	0	1	0.111111111111	0.0448717948718	0.125	0.166666666667	0.	0	0	0	0	0	0	0	0.285714285714	0	0
bzip2.c:1081	0	0	0	0	0	0	0	1	0.111111111111	0.0320512820513	0.125	0.166666666667	0.	0	0	0	0	0	0	0	0.285714285714	0	0
bzip2.c:1223	0	1	0	0	0	0	0	1	0.111111111111	0.0641025641026	0.1875	0.333333333333	0.	1	0	0	0	0	0	0	0.142857142857	0	1
bzip2.c:1246	0	0	0	0	1	0	0	1	0.111111111111	0.0320512820513	0.0625	0.166666666667	0.	0	0	0	0	0	0	0	0.285714285714	0	1
bzip2.c:1250	0	0	0	0	1	0	0	1	0.111111111111	0.0320512820513	0.0625	0.166666666667	0.	0	0	1	0	0	0	0	0.285714285714	0	1
bzip2.c:1253	0	0	0	0	0	0	0	1	0.111111111111	0.294871794872	0.375	0.666666666667	0.	0	0	1	0	0	0	0	0.285714285714	0	1
bzip2.c:1267	0	0	0	0	0	0	0	1	0.111111111111	0.0448717948718	0.0625	0.166666666667	0.	0	0	0	0	0	0	0	0.285714285714	0	1
bzip2.c:1280	0	1	0	0	0	0	0	0	0.111111111111	0.108974358974	0.125	0.166666666667	0.	1	0	0	0	0	0	0	0.142857142857	0	0
bzip2.c:1296	0	1	0	0	0	0	0	0	0.111111111111	0.108974358974	0.125	0.166666666667	0.	1	0	0	0	0	0	0	0.142857142857	0	0
bzip2.c:1342	0	1	0	0	0	0	0	1	0.111111111111	0.0705128205128	0.125	0.333333333333	0.	1	0	0	0	0	0	0	0.142857142857	0	0
bzip2.c:1343	0	0	0	0	0	0	0	1	0.111111111111	0.0320512820513	0.125	0.166666666667	0.	0	0	0	0	0	0	0	0.285714285714	0	1
bzip2.c:1359	0	0	0	0	0	0	0	1	0.111111111111	0.346153846154	0.1875	0.333333333333	0.	1	0	0	0	0	0	0	0.142857142857	0	1
bzip2.c:1363	0	0	0	1	1	0	0	1	0.222222222222	0.0448717948718	0.0625	0.166666666667	0.	0	0	0	0	0	0	0	0.571428571429	0	0
bzip2.c:1381	0	0	0	0	0	0	0	1	0.111111111111	0.0833333333333	0.125	0.166666666667	0.	0	0	0	0	0	0	0	0.285714285714	0	1
bzip2.c:1395	0	1	0	0	0	0	0	0	0.111111111111	0.897435897436	0.9375	0.833333333333	0.	1	0	0	0	0	0	0	0.142857142857	0	0
bzip2.c:1397	0	0	0	0	1	0	0	1	0.111111111111	0.0320512820513	0.0625	0.166666666667	0.	1	0	0	1	0	0	0	0.285714285714	0	0
bzip2.c:1399	0	0	0	0	0	0	0	1	0.111111111111	0.0705128205128	0.125	0.333333333333	0.	1	0	0	1	0	0	0	0.285714285714	0	0
bzip2.c:1400	0	0	0	0	0	0	0	1	0.111111111111	0.0320512820513	0.125	0.166666666667	0.	0	0	0	0	0	0	0	0.285714285714	0	1
bzip2.c:1406	0	0	0	0	0	0	0	1	0.111111111111	0.538461538462	0.875	0.5	0.	0	0	1	0	0	0	0	0.285714285714	0	1
bzip2.c:1417	0	0	0	0	1	0	0	1	0.111111111111	0.0320512820513	0.0625	0.166666666667	0.	1	0	0	1	0	0	0	0.285714285714	0	0
bzip2.c:1422	0	0	0	0	0	0	1	1	0.111111111111	0.0705128205128	0.5	0.166666666667	0.	0	0	0	0	0	0	0	0.285714285714	0	0
bzip2.c:1434	0	0	0	0	0	0	0	1	0.111111111111	0.0769230769231	0.25	0.333333333333	0.	0	0	0	0	0	0	0	0.285714285714	0	0
bzip2.c:1436	0	0	0	0	0	0	0	1	0.111111111111	0.0320512820513	0.1875	0.166666666667	0.	1	0	0	1	0	0	0	0.285714285714	0	0
bzip2.c:1445	0	0	0	0	1	0	0	1	0.111111111111	0.0576923076923	0.0625	0.166666666667	0.	1	0	0	1	0	0	0	0.285714285714	0	0
bzip2.c:1455	0	0	0	0	0	0	0	1	0.111111111111	0.0320512820513	0.1875	0.166666666667	0.	0	0	0	0	0	0	0	0.285714285714	0	0
bzip2.c:1464	0	0	0	0	1	0	0	1	0.111111111111	0.0448717948718	0.0625	0.166666666667	0.	1	0	0	1	0	0	0	0.285714285714	0	0
bzip2.c:1472	0	0	0	0	0	1	0	1	0.111111111111	0.0384615384615	0.125	0.166666666667	0.	1	0	0	1	0	0	0	0.285714285714	0	0
bzip2.c:1486	0	0	0	0	1	0	0	1	0.111111111111	0.0320512820513	0.0625	0.166666666667	0.	1	0	0	1	0	0	0	0.285714285714	0	0
bzip2.c:1487	0	0	0	0	0	0	0	1	0.111111111111	0.108974358974	0.1875	0.333333333333	0.	0	0	0	0	0	0	0	0.285714285714	0	1
bzip2.c:1491	0	0	0	0	0	0	0	1	0.111111111111	0.0448717948718	0.0625	0.166666666667	0.	0	0	0	0	0	0	0	0.285714285714	0	1
bzip2.c:1503	0	0	0	0	0	0	0	1	0.111111111111	0.230769230769	0.25	0.333333333333	0.	1	0	0	1	0	0	0	0.285714285714	0	0
bzip2.c:1506	0	0	0	0	0	0	0	1	0.111111111111	0.0769230769231	0.125	0.166666666667	0.	0	0	0	0	0	0	0	0.285714285714	0	1
bzip2.c:1519	0	1	0	0	0	0	0	1	0.111111111111	0.0961538461538	0.125	0.333333333333	0.	1	0	0	0	0	0	0	0.142857142857	0	0
bzip2.c:1521	0	1	0	0	0	0	0	1	0.111111111111	0.0512820512821	0.125	0.166666666667	0.	1	0	0	0	0	0	0	0.142857142857	0	0
bzip2.c:1526	0	1	0	0	1	0	0	1	0.111111111111	0.0705128205128	0.0625	0.166666666667	0.	1	0	0	0	0	0	0	0.142857142857	0	0
bzip2.c:1529	0	1	0	0	0	0	0	1	0.111111111111	0.134615384615	0.125	0.333333333333	0.	1	0	0	0	0	0	0	0.142857142857	0	0
bzip2.c:1531	0	1	0	0	0	0	0	1	0.111111111111	0.0705128205128	0.0625	0.166666666667	0.	1	0	0	0	0	0	0	0.142857142857	0	0
bzip2.c:1548	0	0	0	0	1	0	0	1	0.111111111111	0.0961538461538	0.0625	0.333333333333	0.	0	0	0	0	0	0	0	0.285714285714	0	1
bzip2.c:1549	0	0	1	0	0	0	0	0	0.111111111111	0.0384615384615	0.0625	0.166666666667	0.	0	0	1	0	1	0	0	0.571428571429	0	0
bzip2.c:1558	0	0	0	0	0	0	0	1	0.111111111111	0.198717948718	0.125	0.5	0.	1	0	0	1	0	0	0	0.285714285714	0	0
bzip2.c:1561	0	0	0	0	0	0	0	1	0.111111111111	0.141025641026	0.125	0.333333333333	0.	0	0	0	0	0	0	0	0.285714285714	0	1
bzip2.c:1562	0	0	1	0	0	0	0	0	0.111111111111	0.0384615384615	0.125	0.166666666667	0.	0	0	1	0	1	0	0	0.857142857143	0	0
